title,content,tokens
Page 400,"372 Chapter 29. Package Your Programs as Gems text/ Rakefile README.rdoc lib/ text.rb text/ soundex.rb metaphone.rb ... test/ test_soundex.rb test_metaphone.rb ... Figure 29-2 Text Gem Directory structure If your gem is more complicated and carries around multiple source files, don’t simply drop them in tlib directory. Instead, create a directory libedirec- tory, whose name matches the name of the gem, and put your code there. For exam- ple, the text gem, which we used a few chapters back, carries around a fair number of files. As you can see in Figure 29-2, most of those Ruby files do indeed live one direc- tory down from theib directory. Notice there is still ab file in thebdirectory.The convention is that this top-level Ruby file requires the files buried a directory down. So, if we peek into text.rb, we see:",148
Page 401,"Building a Gem 373 require 'text/util' require 'text/double_metaphone' require 'text/levenshtein' require 'text/metaphone' require 'text/porter_stemming' require 'text/soundex' require 'text/version' The nice effect of doing things this way is that the gem user doesn’t have to care how complicated your gem is. Whether your gem is simple or Byzantine, your user simply saysrequire 'text' and they get what they need. The second thing we need for our document gem is the metadata. We need to tell RubyGems the name of our gem, its version and the like. We do this by creating a gemspec file. Aemspec file is nothing more than a file full of Ruby code that creates an instance of thGem::Specification class. Here’s thgemspec for the document gem: Gem::Specification.new do |s| s.name = ""document"" s.version = ""1.0.1"" s.authors = [""Russ Olsen""] s.date = %q{2010-01-01} s.description = 'Document - Simple document class' s.summary = s.description s.email = 'russ@russolsen.com' s.files = ['README', 'lib/document.rb','spec/document_spec.rb'] s.homepage = 'http://www.russolsen.com' s.has_rdoc = true s.rubyforge_project = 'simple_document' end If your gem depends on having other gems installed in order to work, you can say that in theemspec file too. Perhaps the document gem depends on the text gem. If so, you would add: s.add_dependency('text' ) 8. If tgemspecfile seems like a simple internal DSL, that’s because it is.",246
Page 402,"374 Chapter 29. Package Your Programs as Gems You can even depend on a specific version or range of versions: s.add_dependency('text', '= 0.1.13' ) If your gem includes executable scripts—snippets of Ruby code that users can run from the command line, like the rake command from the Rake gem or spec from RSpec—you can specify that too. Here’s how we might specify that our document gem has a spell-checking command: s.bindir = ""bin"" # Specify the directory s.executables = [""spellcheck""] # Then the file in the dir Once you have all of your Ruby files in place underb, your README file written, and your gemspec file built, creating the actual gem file is easy: Just run the command and call out the gemspec file: gem build document.gem This command will create a file calledcument-1.0.1.gem , a tidy little package of document goodness. You can install your new gem on your system by simply spec- ifying the gem file: gem install document-1.0.1.gem Uploading Your Gem to a Repository If you are creating gems for your own—or perhaps your company’s—private con- sumption, then you are done. Your newly minted gem file rolls up your code into an easily transportable unit that you can install into any Ruby environment. If, however, you are working on an open source project, something that will be available to the general public, then there is one more step. You need to put your gem where other people can get at it. In fact, you will probably want to put it in the place where the gem command will look by default when someone uses the gem install command. Under the covers, the gem command turns to http://gems.rubyforge.org when it goes looking for gems to install. Behind this URL is the open source project,",309
Page 403,"Automating Gem Creation 375 Gemcutter, which is devoted to being the place to get gems. Getting your gem into the Gemcutter repository could not be easier. You only need to go to http:// gemcutter.org and set up a free account. You will also need to install the gemcutter gem: gem install gemcutter Now you are ready to push your gem up to the Gemcutter repository: gem push document-1.0.0.gem The push command will ask for your Gemcutter account information and then upload your gem to the repository. It really is that simple. A few minutes after run- ning thepush command your gem will be available to anyone who wants to use it. Automating Gem Creation The trouble with building and uploading your gem by hand is that someone, proba- bly you, needs to supply the hand. It’s much better to automate the whole process, and the best way is to builRakefile that takes care of all the details: require 'spec/rake/spectask' require 'rake/gempackagetask' task :default => [ :spec, :gem ] Spec::Rake::SpecTask.new do |t| t.spec_files = FileList['spec/**/*_spec.rb'] end gem_spec = Gem::Specification.new do |s| s.name = ""document"" s.version = ""1.0.1"" 9. Historically, most gems where hosted by RubyForge, the Ruby community's one-stop super store for all your open source Ruby project needs. RubyForge provides a source repository, a bug-track- ing system and a host of other nifty features for the Ruby community. As of early 2010, the main gem repository duties have been taken up by the Gemcutter folks.",257
Page 404,"376 Chapter 29. Package Your Programs as Gems s.authors = [""Russ Olsen""] s.date = %q{2010-05-23} s.description = 'Document - Simple document class' s.summary = s.description s.email = 'russ@russolsen.com' s.files = ['README','lib/document.rb', 'spec/document_spec.rb'] s.homepage = 'http://www.russolsen.com' s.has_rdoc = true s.rubyforge_project = 'simple_document' end Rake::GemPackageTask.new( gem_spec ) do |t| t.need_zip = true end This Rakefile takes advantage of the built-in tasks that will build a gem for you. All you need to do is specify the gemspec information in theefile. 10 Rake doesn’t have a built-in task to push the final gem file up to Gemcutter, it’s easy enough to create one ourselves: task :push => :gem do |t| sh ""gem push pkg/#{gem_spec.name}-#{gem_spec.version}.gem"" end Add this task to the bottom of yoRakefile and you are ready to release your mas- terpiece with a simpleake push. In the Wild In the real world we automate everything that can be automated, including things like making directories and writinRakefile s. Fortunately there are a number of gems available whose purpose is to make it easy for you to build your gem. Among the most popular is hoe. Hoe tries to automate everything that could possibly be automated when building a gem. For example, if you are starting from 10. Yet. 11. Hoe was developed by Ryan Davis; the web site can be found athttp://seattlerb.rubyforge.org/hoe.",251
Page 405,"Staying Out of Trouble 377 scratch with a new gem, you can have hoe generate the whole gem directory structure for you. To do this you run thesow command, which comes with hoe: sow document The sow command will generate the gem directory structure, including tlib and test directories, a skeletalDME.txt file and aakefile . It will even tell you what to do next: $ sow Document ... ... done, now go fix all occurrences of 'FIX': document/README.txt:3:* FIX (url) document/README.txt:7:FIX (describe your package) document/README.txt:11:* FIX (list of features or problems) document/README.txt:15: FIX (code sample of usage) document/README.txt:19:* FIX (list of requirements) document/README.txt:23:* FIX (sudo gem install, anything else) document/README.txt:29:Copyright (c) 2010 FIX document/Rakefile:9: # p.developer('FIX', 'FIX@example.com') The only thing left for you to do is to fill in the appropriate bREADME.text and the Rakefile and supply the actual code for your gem. When you are done you can build your gem: rake gem Hoe also supports plug-ins that will help you upload your gem to Gemcutter. Staying Out of Trouble A key danger in using gems is the possibility of name collisions which, unfortunately, come in two nasty flavors. The first is the classic “my class has the same name as your class” problem: If your application already includes a classDocument , you are 12. Of course, you will have to install hoe gem install hoefirst.",245
Page 406,"378 Chapter 29. Package Your Programs as Gems going to have a problem trying to use the Document class from the document gem. To lessen the chance of this sort of thing, the wise gem builder will reread Chapter 15 and wrap his or her work in a module: module WordProcessor class Font end class Printer end class Document # ... end end Using modules reduces, but doesn’t completely eliminate, the chance of a name colli- sion; after all, there is always the chance of running into two WordProcessor modules. 13 The second collision risk is the possibility of filename collisions. What happens if I’m using the document gem, with its document.rb file, and I also happen to have another document.rb file somewhere in my application? The short answer is nothing good. The longer answer is that whenever your program tries to load document.rb , it will end up loading the gem version of the file. Fortunately, all is not lost. You can usually work your way around a filename col- lision by specifying the full path for the local file. If you happen to have a local file calleddocument.rb and also want to load a local file caldocument.rb , you can load it with the full path: dir = File.expand_path( File.dirname(__FILE__) ) require File.join( dir, 'document' ) Unsurprisingly, there are also some ways to screw up gem creation. Fortunately, the vast majority of gem construction errors are of the easily avoided variety. For exam- ple, make sure that you include all the other gems on which your gem depends in the 13. Or aWordProcessor class and ardProcessormodule, which comes down to the same thing.",279
Page 407,"Staying Out of Trouble 379 dependency list. Missing a dependency is easier than it seems. Remember, if you hap- pen to have that required but unlisted gem installed on your system, then everything will work fine for you. It will be a different story when your masterpiece arrives on some computer that happens to be missing that critical gem. It’s always a good idea to test your newly minted or modified gem by trying it out on a clean install of Ruby. The flip side of this is that your gem should avoid claiming that it uses some gem that it does not. This kind of thing usually happens when you stop using a gem but forget to remove it from the list of dependencies.The best defense against this kind of thing is to do two things: (1) stop, and (2) think. Pause every now and then to con- sider whether you still really need thatActsAsSnafu gem. Finally, you need to keep your gems location independent. One of the best things about the gem system is that once a gem is installed, any application that wants to use the gem doesn’t have to worry about where the gem lives—the gem system simply handles that part. So, if you install the widget gem, your application can say require 'widget' without having to know where the widget.rb file is to be found. Your job, as the author of a gem, is to avoid screwing up this location independence. Unfortunately, it is fairly easy to build a very location-dependent gem.To see how easy, imagine that your gem depends on some supporting, non-Ruby files. The docu- ment package, for example, might need a font file. You might naively march ahead and read in the font: class Document # Most of the class omitted... def read_default_font_file File.read( 'times_roman_12.font') end end Sadly, this is one of those situations where the simple thing does not actually work, or at least does not work very often. The problem with this code is that it is looking for the font file in the current directory. That font file might well be in your current directory when you are developing the document gem, but the users of your gem, working out of their own directories, are not going to be so lucky. Once you know there is a problem, the solution is not hard to find. As we have seen, you can always get the full path to your Ruby file with __FILE__ :",425
Page 408,"380 Chapter 29. Package Your Programs as Gems def read_default_font_file File.read( ""#{File.dirname(__FILE__)}/times_roman_12.font"") end The message here is that you should always test your gems in as realistic a setting as possible. Fixing this kind of location independence problem is cheap; knowing that you have the problem in the first place is priceless. Wrapping Up There is an almost infinite number of ways that software can go wrong. It can simply be broken, or just buggy. It can be too slow. It can be completely incomprehensible to the people it is supposed to help. Any of these things is enough to bring a tear to the coder’s eye. There is, however, something especially heartbreaking about code that might be great, might run like the wind, might speak to its users like poetry—but will not install. In this chapter we looked at the Ruby gem system, software that will help you avoid having your code come to a dismal “I just couldn’t install it” end. We’ve seen that the gem system lets you package up your code into a bundle, along with its doc- umentation and a list of other gems on which it depends. We’ve also seen how, by uploading your gem to a public repository like GemCutter, you can make it widely available. Finally, we’ve looked at hoe, a gem that eases some of the pain of building your own gem. Now that we have seen how to package up your code, in the next chapter we will turn to getting to know the Ruby implementation that will run your code.",278
Page 409,"C HAPTER 30 Know Your Ruby Implementation Back in the days when I programmed in C, every development team seemed to con- tain one engineer who knew something about assembly language. Since I did little or no coding in assembly language, this appeared to me to be a fairly useless skill—except that those assembly language-enabled engineers always seemed to have a unique per- spective on how everything worked. Eventually I figured out that these two things were related: Having a basic understanding of the lower levels of your programming language helps you be a better programmer, even if you never actually work in those lower levels. So, in this chapter we are going to look at the gears and pulleys of the major Ruby implementations. As we go along we will see there is something in this chapter for Rubyists who know something about C and for those who are bilingual in Java. Even if you are one of those people who think the word Java actually translates to “Run away! Runaway!”orthattheCprogramminglanguagelookslikeaunfortunateeditorincident, keep reading. You will be surprised at the insight you’ll gain from even a naive inspec- tion of a Ruby implementation. After all, there is no substitute for knowing your tool. A Fistful of Rubies Of course, to really know your tool you need to know which tool you are talking about. As I write this the Ruby community is going through a version transition: While much of our code still runs on Ruby 1.8, version 1.9 is out and stable, and there 381",259
Page 410,"382 Chapter 30. Know Your Ruby Implementation is a general upgrade movement in progress. To make things even more interesting, there are also three widely used implementations of Ruby, and not all of them support all versions of the language: • First, there is the original Ruby implementation written by Yukihiro Matsumoto, the beloved father of Ruby and widely known as Matz. Rubyists call this found- ing implementation Matz’s Ruby Interpreter, or MRI. MRI is written in C and supports Ruby 1.8.7. • Next we have an implementation known as Yet Another Ruby VM, or YARV, which runs version 1.9.X of the language. YARV is slated to take over as the Ruby implementation once the 1.8 to 1.9 transition is complete. Like MRI, YARV is written in C. • Finally, there is JRuby, an implementation of Ruby for the Java VM. JRuby sup- ports version 1.8 and is rapidly closing in on complete support for Ruby 1.9. Along with the “big three” implementations, there are a number of less well- known or less complete Ruby implementations. These include: • Rubinius, which aspires to be a self-hosting implementation of Ruby. In simple English, the folks behind Rubinius hope to produce an implementation of Ruby that is completely written in Ruby. • IronRuby, an implementation of Ruby for the .Net platform. IronRuby is to Microsoft’s CLR what JRuby is to the Java virtual machine. • Cardinal, a Ruby implementation that runs on Parrot, a VM that aspires to host a number of dynamic languages. In this chapter I will focus primarily on the more popular Ruby implementations, MRI, YARV, and JRuby, although we will take one quick detour into the land of Rubinius. MRI: An Enlightening Experience for the C Programmer It all started with a man, a dream, and lots of C code. The man was, of course, Matz. The dream was of a simple, flexible, powerful programming language. The code was",314
Page 411,"MRI: An Enlightening Experience for the C Programmer 383 MRI, the original Ruby implementation. You can get the MRI source code from www.ruby-lang.org. Unpack the archive into some suitable directory and you can see how it all began. What you will see is a top-level directory containing about 55 C source files and headers, along with a bunch of subdirectories. Remarkably, the subdirectories are just the supporting code, things like the SSL library and the TK GUI interface. Those 55 top-level source files are the heart of the Matz Ruby interpreter. If you can speak any C at all, looking through the Ruby 1.8 implementation can be an enlightening experience. As language interpreters go, MRI has a kind of plain- spoken eloquence. Obviously, the main job of any Ruby implementation is to turn your code into a living, breathing program. The first step of that process is to take the program text, break it up into the individual words and numbers and other assorted bits, and then reassemble those bits into a tree structure, the abstract syntax tree, or AST. For example, if you fed MRI this trivial bit of Ruby code: if denominator != 0 quotient = numerator / denominator end You would end up with an AST that looks something like Figure 30-1. The task of turning your Ruby code into the AST falls mainly on the code in lex.c and parse.y .2 Once MRI has the AST it executes it, and therefore your program, using the sim- plest technique imaginable. Starting at the root of the abstract syntax tree, MRI works its way down, recursively doing what the tree tells it to do. So in the previous exam- ple, MRI would start at the top of the tree, see that it had anif statement, know that it needed to evaluate the condition, realize that it needed to evaluate the variable denominator —and the constant 0—and . . . well, you get the picture. You can find the bulk of the code to do the evaluation in the aptly named eval.c file. All of this basic parsing and executing code only occupies a handful of the core MRI source files. Most of the rest of the 50 or so top-level files follow a very consistent 1. To keep things simple, Figure 30-1 is very schematic. For various practical reasons, an actual MRI AST tree is a bit more complex than I’m showing here—a bit, but not much. 2. The funny .y name comes from the fact thparse.y is actually the half-code/half-grammar input to a parser-generating tool called YACC. 3. To be fair, each of those files is pretty lengthy and full of some fairly sophisticated C.",445
Page 412,"384 Chapter 30. Know Your Ruby Implementation if != set denominator 0 quotient / numerator denominator Figure 30-1 AST for a simpleifustatement pattern: Each implements one or a few closely related Ruby classes. At the bottom of each file is an initialization function, with a namInit_Array orInit_Object that defines each Ruby class and associates the class with its methods. So, if you ever wondered how the Object class gets defined, you can satisfy your curiosity by peek- ing intoobject.c . Toward the bottom of the file you will Init_Object , and in there you will find the following three lines: rb_cObject = boot_defclass(""Object"", 0); rb_cModule = boot_defclass(""Module"", rb_cObject); rb_cClass = boot_defclass(""Class"", rb_cModule); This is the ruby interpreter creatingObject Module , and Class classes. The second parameter ofboot_defclass method is the superclass of the new class; thus, we can see that the superclass oClass isModule and the superclass ofodule is Object , and thatObject doesn’t have a superclass—at least not in version 1.8. We already knew this, but it’s good to see it in black and white. The object.c file is just full of other fascinating stuff. Here, for example, is the default implementation of th== method: static VALUE rb_obj_equal(obj1, obj2) VALUE obj1, obj2;",216
Page 413,"YARV: MRI with a Byte Code Turbocharger 385 { if (obj1 == obj2) return Qtrue; return Qfalse; } Read the code carefully and you will discover a whole range of interesting tidbits about MRI. Notice how the two parameters of rb_obj_equal are both declared in the C code to be of typVALUE: Inside of MRI, when you have a reference to an object, you have aVALUE . It’s also easy to deduce that and Qfalse are the C versions of the Ruby true and false objects. Looking a little further, you can find the code behind theay map! method (also known ascollect! ), code that replaces the contents of an array with the values returned from invoking a block on each original array element: static VALUE rb_ary_collect_bang(ary) VALUE ary; { long i; rb_ary_modify(ary); for (i = 0; i < RARRAY(ary)->len; i++) { rb_ary_store(ary, i, rb_yield(RARRAY(ary)->ptr[i])); } return ary; } Again, even without being a C hacker it is easy enough to follow the flow: Run through the array with for loop, calling the code block (wirb_yield ) with the value of each element and replacing each element (rb_ary_store ) with the result of the code block as you go. YARV: MRI with a Byte Code Turbocharger If you pull down and unpack YARV, you will discover that YARV is the next gener- ation of MRI. If you did take the time to look at MRI, you will also have no problem 4. Also to be found at www.ruby-lang.org.",263
Page 414,"386 Chapter 30. Know Your Ruby Implementation finding your way around the YARV source code. For example, here is the YARV implementation of themap!/collect! method: static VALUE rb_ary_collect_bang(VALUE ary) { long i; RETURN_ENUMERATOR(ary, 0, 0); rb_ary_modify(ary); for (i = 0; i < RARRAY_LEN(ary); i++) { rb_ary_store(ary, i, rb_yield(RARRAY_PTR(ary)[i])); } return ary; } The family relationship between this code and the MRI version we saw earlier is very striking. Still, YARV is a real advance over MRI. One big difference is that MRI supports Ruby 1.8 while YARV has moved on to version 1.9. So if you look at the YARV code that creates tObject class, you find that it now has a Ruby 1.9-BasicObject as a superclass: rb_cBasicObject = boot_defclass(""BasicObject"", 0); rb_cObject = boot_defclass(""Object"", rb_cBasicObject); rb_cModule = boot_defclass(""Module"", rb_cObject); rb_cClass = boot_defclass(""Class"", rb_cModule); A more subtle difference between the two Ruby implementations is that when running Ruby code, YARV adds an extra step between the parse tree and execution. After parsing the Ruby source, YARV turns the resulting tree into a more or less flat list of byte codes. It is these byte codes that YARV actually executes. Thus, in YARV, our little Ruby fragment: if denominator != 0 quotient = numerator / denominator end",222
Page 415,"JRuby: Bending the “J” in the JVM 387 Turns into a list of byte codes that looks something like this: 0014 trace 1 ( 4) 0016 getdynamic denominator, 0 0019 putobject 0 0021 opt_neq <ic>, <ic> 0024 branchunless 41 0026 trace 1 ( 5) 0028 getdynamic numerator, 0 0031 getdynamic denominator, 0 0034 opt_div 0035 dup 0036 setdynamic quotient, 0 0039 leave ( 4) 0040 pop 0041 putnil ( 5) Although the difference between executing byte codes and the original tree may seem esoteric, the effect is there for all the world to see: YARV and its byte codes are dra- matically faster than MRI. JRuby: Bending the “J” in the JVM Unlike YARV, which comes with its own homegrown virtual machine, the challenge that faced the authors of JRuby was to adopt Ruby to the existing Java virtual machine, the JVM. Their answer was a Ruby that is completely implemented in, and integrated with, Java. Since running in the Java world presents different challenges from building a C application, the JRuby source code is something of a departure from MRI and YARV—a departure, but still recognizable. 5 For example, if you download the JRuby source archive and unpack it, you will find what looks like a very conventional Java development project. Under the top-level 6 directory, there is anbuild.xml file anbin and liband src directories. Go look- ing for the JRuby equivalent ofay.c and you will find it in the most obvious (at least toaJavaprogrammer)place: src/org/jruby/RubyArray.java .Andin RubyArray.java 5. You can find it athttp://jruby.org. The code here is from Jruby 1.4 RC1. 6. Ant is the traditional Java build tool, along the lines of rake.",257
Page 416,"388 Chapter 30. Know Your Ruby Implementation you will find the JRuby implementation of themap!/collect! method, complete with a helpful comment pointing us back to the original C function: /** rb_ary_collect_bang * */ public RubyArray collectBang( ThreadContext context, Block block) { if (!block.isGiven()) throw context.getRuntime(). newLocalJumpErrorNoBlock(); modify(); for (int i = 0, len = realLength; i < len; i++) { store(i, block.yield(context, values[begin + i])); } return this; } In C or Java,collect! is pretty much the same: Run through the array, replacing val- ues as you go. Rubinius If your head is swimming from all of this C and Java in a Ruby book but you are still interested in Ruby implementations, let me invite you to have a look at Rubinius. Rubinius (http://rubini.us) is a Ruby implementation whose ambition is to be self- hosting: The goal of Rubinius is to implement Ruby in Ruby. Although Rubinius is not really finished, it is a very informative source of Ruby implementation knowledge. Here, for example, is the Rubinius version of our favorite array rewriting method, this time calledmap!: # Replaces each element in self with the return value # of passing that element to the supplied block. def map! Ruby.check_frozen 7. I did edit the code a bit to make it fit on the page.",217
Page 417,"Staying Out of Trouble 389 return to_enum(:map!) unless block_given? i = -1 each { |x| self[i+=1] = yield(x) } self end Life is a bit easier if you get to use Ruby as your implementation language. In the Wild One of the best ways to gain some insight into how your Ruby implementation works is to look into how to extend it. Every Ruby implementation allows you to add fea- tures to the native implementation. Since you need some understanding of the imple- mentation in order to extend it, the “how to extend Ruby” documentation is a great source of insight into how that Ruby works. Both the MRI and YARV source code 8 come with a README.EXT file that does a good job of explaining the basics. The JRuby project has an entire section of its website devoted to explaining how JRuby works. As I write this the URL for this documentation is www.kenai.com/pro- jects/jruby/pages/Internals . It is well worth a look. Staying Out of Trouble There is really only one danger with knowing your language implementation, and it’s a very easily avoidable risk. The problem arises when you think too hard about what’s going on under the covers: “Gee, an awful lot of C . . . or Java . . . or whatever gets fired for every Ruby class I write and every method I call. That has got to be slow. Maybe I should start writing fewer classes or longer methods or. . . .” Don’t go there. A half century of software engineering says that you should write the code first and worry about making it faster only if it is too slow. Donald Knuth is right: Premature optimization is the root of all evil. Don’t let a little bit of insight into your Ruby implementation blind you to this fundamental truth. Your Ruby was fast enough yesterday, before you started poking around in its innards. It is still fast enough. 8. Yes, that suffiEXTs, as in “extension,”TXT. .",337
Page 418,"390 Chapter 30. Know Your Ruby Implementation Wrapping Up In this chapter we took a very rapid “If it’s Tuesday this must be YARV”-style tour of Ruby implementations. We saw how MRI was the original, C-based implementation, now being eclipsed by YARV. We also saw that JRuby is bringing Ruby to the JVM. We even visited briefly with Rubinius. Mostly, though, we spent our time trying to get a feel for how these implementations actually work, how MRI and YARV turn C into Ruby while JRuby performs the same miracle for Java. The ironic thing about this chapter is that many, perhaps most, of us got into Ruby so we would never have to write C or Java ever again. And yet here we are, back again. Ironic or not, the simple fact is that the better you understand Ruby, the less it seems like magic, and the better Ruby programmer you will be.",158
Page 419,"C HAPTER 31 Keep an Open Mind to Go with Those Open Classes Throughout the writing of this book I have been haunted by a feeling of irony. On page after page I have been talking up the technical flexibility of Ruby. I’ve gone on and on about how wonderful it is to program without the straitjacket of static typing, about how being able to change your classes on the fly makes for the magic of meta- programming, and about how the flexible syntax enables us to build really nice DSLs. But on these same pages I have also been laying down the law: Indent your code this way, be careful with method_missing , and avoid those class variables. Do what I tell you to do or you will put an eye out. Stand back a little and the irony goes away: Ruby is a very, very sharp program- ming tool, and it pays to know what you are doing before you pick it up. If you are a relative newcomer to the language you will do well to build on the work of those who have come before you. So we have books like this one, full of rules and guidelines. But the rules and guidelines are only a means to an end. Really mastering a tool is not sim- ply about knowing the rules and always following them. Real mastery comes when you know the rules and follow them—except in those rare moments when it’s time to throw the rule book away. In that spirit, I’d like to leave you with one last bit of advice. It’s from George Orwell, who closed an essay on writing good English prose with this: Break any of these rules sooner than say anything outright barbarous. 1. Orwell, G. A Collection of Essays. San Diego, CA: Mariner Books, 1970. 391",313
Page 420,"392 Chapter 31. Keep an Open Mind to Go with Those Open Classes If you ever find yourself in a situation that makes you want to throw this rule book away, visit www.eloquentruby.com or write to me at russ@russolsen.com . I’d love to hear about it.",52
Page 421,"A PPENDIX Going Further Life was a lot easier a few years ago when I was writing Design Patterns in Ruby. Back then there were only a handful of Ruby books available, so making suggestions about where to go next was not much of a problem. These days there are so many good books about Ruby around that it’s hard to know where to start. Still, some classics never go out of style. So if your command of Ruby is not what it should be, try: Thomas, D., Fowler, C., and Hunt, A. Programming Ruby 1.9: The Pragmatic Programmers’ Guide. Raleigh, NC: Pragmatic Bookshelf, 2008. Programming Ruby is a very thorough but free-flowing exploration of the Ruby programming language. If you like your information more systematic and less stream- of-consciousness, you might want to go back to the source: Flanagan, D. and Matsumoto, Y. The Ruby Programming Language. Cambridge, MA: O’Reilly, 2008. Two other excellent references are: Cooper, P. Beginning Ruby: From Novice to Professional, Second Edition. New York, NY: Apress, 2009. And Black, D. The Well-Grounded Rubyist. Greenwich, CT: Manning Publications, 2009. 393",184
Page 422,"394 Appendix. Going Further If you are interested in the larger issues around building software with Ruby, you might also want to have a look at my own: Olsen, R. Design Patterns in Ruby. Boston, MA: Addison-Wesley, 2008. There are also a number of other how-to style books. Here again, there is a classic: Foulton, H. The Ruby Way, Second Edition: Solutions and Techniques in Ruby Programming, Second Edition. Boston, MA: Addison-Wesley, 2006. And a relative newcomer: Carlson, L. and Richardson, L. Ruby Cookbook. Cambridge, MA: O’Reilly, 2006. Another excellent choice, very much in the spirit of this book is: Brown, G. Ruby Best Practices. Cambridge, MA: O’Reilly, 2009. Regular expressions are a key part of any Rubyist’s toolkit. Two excellent refer- ences are: Friedl, J. E. F. Mastering Regular Expressions. Cambridge, MA: O’Reilly, 2006. And Goyvaerts, J. and Levithan, S. Regular Expressions Cookbook. Cambridge, MA: O’Reilly, 2009. There are two other sources of invaluable design knowledge out there. One is the source code for the various Ruby projects. Find an open source project that interests you and dig into the code. Or dig into your Ruby implementation. A good workman knows his tools. A good workman also learns from the past. All too often when a new technology comes along—Ruby, for example—we tend to toss out the hard-won lessons of expe- rience along with the old code. Take the time to learn from the smart people who came before you. You might start with Paul Graham’s 1993 book, On LISP. The entire text of this book is available at www.paulgraham.com/onlisp.html. It is worth reading even if you never type a single parenthesis of LISP. In many ways this book, especially the chapter on object equality, was inspired by: Bloch, J. Effective Java, Second Edition. Boston, MA: Addison-Wesley, 2008.",306
Page 423,"Going Further 395 Other books of this sort that are well worth a look are: Beck, K. Smalltalk Best Practice Patterns. Upper Saddle River, NJ: Prentice Hall, 1996. Kernighan, B. and Plauger, P. J. The Elements of Programming Style. New York, NY: McGraw-Hill, 1974. Brodie, L. Thinking Forth. Los Angeles, CA: Punchy Publishing, 2004. Thinking Forth is available as a free download athttp://thinking-forth.sourceforge.net. The George Orwell quote mentioned in Chapter 31 comes from an essay called Politics and the English Language, which is widely available on the Internet and is also included in: Orwell, G. A Collection of Essays. San Diego, CA: Mariner Books, 1970. Finally, there is the granddaddy of them all. I’m convinced that if Strunk had been a software engineer and White a coder, my personal AI assistant would be typing the last lines of this book: Strunk, W. and White, E. B. The Elements of Style, Fourth Edition. White Plains, NY: Longman, 1999.",158
Page 424,This page intentionally left blank,9
Page 425,"Index Symbols overloading, 131 "" (double quotes), use with string literals, when to use, 136–137 44–45 =~ operator, testing if regular expression matches ' (single quotes), use with string literals, 44–45 a string, 59–60 == (double-equals) operator - (subtraction) operator broadening the scope of, 145–146 as binary or unary operator, 132 overloading, 131 numeric classes accepting Float as equals, . (period) 154–156 overview of, 143–144 for matching any single character, 54 RSpec and, 138 in module syntax, 185 symmetry principal and, 146–147 using asterisk (*) in conjunction with, 58 / (division) operator, 131 transitive property of, 147–149 / (forward slashes), in regular expression syntax, === (triple equals) operator, forcase statements, 23, 149–150 58–59 => (hash rocket), 30 : (colon), in symbol syntax, 66–67 ! method names ending with, 48 :: (double-colon), in module syntax, 185 ; (semicolon), for separating statements in Ruby ! unary operator, 131–132 #, in comment syntax, 6 code, 10–11 $, as string delimiter, 45 \ (backslash) % (formatting operator), strings, 137–138 escaping special meanings of punctuation % (modulo) operator, 131, 152 characters in regular expressions, 54 escaping strings, 44–45 %q, for arbitrarily quoted strings, 45–46 & (and) operator, 131 | (or) operator, 131 ( ) (parentheses) | (vertical bar), in syntax of alternatives in readability and, 12 regular expressions, 56–57 Ruby conventions for calling defining/ ||= operator, in expression-based initialization, methods, 9–10 26–27 * (asterisk) + (addition) operator in method definition with extra arguments, as binary or unary operator, 132 31–32 non-commutative nature of, 137 in regular expressions, 57–58 397",186
